date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,28967,28098,28098,28098,907087734,32283,5,28951,2021-05-01
2021-05-02,28951,28083,28083,28083,38052465,1355,2,28950,2021-05-02
