date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,31999,31040,31040,31040,367079040,11826,43,31992,2021-05-01
2021-05-02,31992,31033,31033,31033,231630312,7464,14,31987,2021-05-02
