date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,87340,84720,84720,84720,3489362640,41187,7,87150,2021-05-01
2021-05-02,87150,84540,84540,84540,34999560,414,2,87150,2021-05-02
