date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,15060,14610,14610,14610,214474800,14680,4,15060,2021-05-01
2021-05-02,15060,14610,14610,14610,187008000,12800,5,15060,2021-05-02
