date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,16188,15865,15865,15865,17419770,1098,3,16188,2021-05-01
2021-05-02,16188,15865,15865,15865,1636506480,103152,4,16161,2021-05-02
