date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,4900,4950,4760,4830,24650951920,5154743,487,4840,2021-05-01
2021-05-02,4840,4830,4700,4814,18008617606,3807802,521,4799,2021-05-02
