date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,178076,181150,176000,176000,2455549377,13880,74,176913,2021-05-01
2021-05-02,176913,177000,174200,175100,1029665334,5891,28,174786,2021-05-02
