date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,10280,10390,9980,9980,138869472470,13808186,2173,10060,2021-05-01
2021-05-02,10060,9890,9760,9790,195638720990,20030005,1909,9770,2021-05-02
