date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,18669,19042,19042,19042,330035944,17332,5,18681,2021-05-01
2021-05-02,18681,19428,19428,19428,10400313528,535326,12,19428,2021-05-02
