date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,13870,13460,13460,13460,19988100,1485,1,13870,2021-05-01
2021-05-02,13870,13460,13460,13460,19988100,1485,1,13870,2021-05-02
