date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,2590,2520,2520,2520,5656213080,2244529,53,2580,2021-05-01
2021-05-02,2580,2510,2510,2510,668197140,266214,21,2579,2021-05-02
