date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,31730,32200,30780,32100,93866235520,3012243,842,31160,2021-05-01
2021-05-02,31160,32920,31200,31220,64712368210,2036867,1929,31770,2021-05-02
