date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,56771,55068,55068,55068,5544796920,100690,19,56576,2021-05-01
2021-05-02,56576,54879,54879,54879,46866666,854,6,56574,2021-05-02
