date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,11482,11253,11253,11253,974442282,86594,12,11472,2021-05-01
2021-05-02,11472,11243,11243,11243,84884650,7550,7,11471,2021-05-02
