date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,10540,10540,10230,10230,71866370930,7019937,614,10350,2021-05-01
2021-05-02,10350,10040,10040,10040,28258001680,2814542,132,10270,2021-05-02
