date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,12131,11768,11768,11768,464941912,39509,3,12128,2021-05-01
2021-05-02,12128,11765,11765,11765,25530050,2170,3,12128,2021-05-02
