date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,58336,60086,60086,60086,17147643110,285385,114,59793,2021-05-01
2021-05-02,59793,61586,61586,61586,16474316586,267501,82,61192,2021-05-02
