date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,2800,2720,2720,2720,124304000,45700,4,2800,2021-05-01
2021-05-02,2800,2720,2720,2720,196139200,72110,10,2800,2021-05-02
