date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,48700,47240,47240,47240,10817345880,228987,56,48370,2021-05-01
2021-05-02,48370,46920,46920,46920,273637440,5832,7,48360,2021-05-02
