date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,8681,9115,8544,9115,227800757905,25084237,1688,9081,2021-05-01
2021-05-02,9081,9300,8627,8627,90873594484,10305022,1080,8818,2021-05-02
