date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,10380,10070,10070,10070,6409343530,636479,51,10340,2021-05-01
2021-05-02,10340,10030,10030,10030,1637247050,163235,19,10330,2021-05-02
