date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,25424,24916,24916,24916,287929296,11556,8,25417,2021-05-01
2021-05-02,25417,24909,24909,24909,60777960,2440,3,25415,2021-05-02
