date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,20403,21500,19791,20023,25217405023,1240880,3010,20362,2021-05-01
2021-05-02,20362,20600,19802,20007,15793960922,782595,3081,20304,2021-05-02
