date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,20970,20341,20341,20341,2159258173,106153,24,20942,2021-05-01
2021-05-02,20942,20314,20314,20314,294553000,14500,10,20938,2021-05-02
