date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,53167,51572,51572,51572,62046531060,1203105,53,51572,2021-05-01
2021-05-02,51572,50025,50025,50025,50725350,1014,2,51570,2021-05-02
