date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,26550,26310,25800,26100,46799691330,1792570,689,26300,2021-05-01
2021-05-02,26300,25780,25520,25540,33253879630,1302368,357,25990,2021-05-02
