date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,113290,109900,109900,109900,33079900,301,4,113290,2021-05-01
2021-05-02,113290,109900,109900,109900,114735600,1044,5,113280,2021-05-02
