date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,70560,68450,68450,68450,35594000,520,2,70560,2021-05-01
2021-05-02,70560,68450,68450,68450,44287150,647,1,70560,2021-05-02
