date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,8500,8500,8250,8250,31248794500,3781012,710,8370,2021-05-01
2021-05-02,8370,8240,8120,8120,7328020700,902401,234,8340,2021-05-02
