date,open,high,low,adjClose,value,volume,count,close,jdate
2021-05-01,3840,3730,3730,3730,142911220,38314,14,3840,2021-05-01
2021-05-02,3840,3730,3730,3730,26110000,7000,1,3840,2021-05-02
