,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change,jdate
592,2014-05-06,1,0,2,0,22782,0,22782,0,13669200,0,13669200,0,600.0,600.0,,,0.0,1393-02-16
591,2014-06-14,1,0,2,0,14906,0,14906,0,9241720,0,9241720,0,620.0,620.0,,,0.0,1393-03-24
590,2014-06-15,1,0,1,0,13000,0,13000,0,8450000,0,8450000,0,650.0,650.0,,,0.0,1393-03-25
589,2014-06-29,2,0,1,0,37500,0,37500,0,30435000,0,30435000,0,811.6,811.6,,,0.0,1393-04-08
588,2014-06-30,2,0,2,0,13188,0,13188,0,11185360,0,11185360,0,848.1468001213224,848.1468001213224,,,0.0,1393-04-09
587,2014-07-01,1,0,1,0,13000,0,13000,0,12350000,0,12350000,0,950.0,950.0,,,0.0,1393-04-10
586,2014-08-02,2,0,1,0,6250,0,6250,0,5750000,0,5750000,0,920.0,920.0,,,0.0,1393-05-11
585,2014-08-03,1,0,1,0,10274,0,10274,0,9760300,0,9760300,0,950.0,950.0,,,0.0,1393-05-12
584,2014-09-07,1,0,1,0,10625,0,10625,0,69062500,0,69062500,0,6500.0,6500.0,,,0.0,1393-06-16
583,2014-09-17,1,0,1,0,10625,0,10625,0,10625000,0,10625000,0,1000.0,1000.0,,,0.0,1393-06-26
582,2014-10-14,1,0,1,0,684,0,684,0,684000,0,684000,0,1000.0,1000.0,,,0.0,1393-07-22
581,2014-10-28,1,0,1,0,8000,0,8000,0,5960000,0,5960000,0,745.0,745.0,,,0.0,1393-08-06
580,2014-11-12,2,0,2,0,1645,0,1645,0,2961000,0,2961000,0,1800.0,1800.0,,,0.0,1393-08-21
579,2014-11-23,1,0,1,0,100,0,100,0,179000,0,179000,0,1790.0,1790.0,,,0.0,1393-09-02
578,2014-12-16,1,0,1,0,100,0,100,0,84000,0,84000,0,840.0,840.0,,,0.0,1393-09-25
577,2015-01-04,1,0,2,0,7241,0,7241,0,5358340,0,5358340,0,740.0,740.0,,,0.0,1393-10-14
