,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change,jdate
90,2020-09-23,1,0,1,0,75308,0,75308,0,105431200,0,105431200,0,1400.0,1400.0,,,0.0,1399-07-02
89,2020-09-26,2,0,2,0,216858,0,216858,0,318781260,0,318781260,0,1470.0,1470.0,,,0.0,1399-07-05
88,2020-09-27,1,0,2,0,100601,0,100601,0,147883470,0,147883470,0,1470.0,1470.0,,,0.0,1399-07-06
87,2020-09-28,1,0,3,0,201954,0,201954,0,296872380,0,296872380,0,1470.0,1470.0,,,0.0,1399-07-07
86,2020-09-29,3,0,6,0,433609,0,433609,0,637405230,0,637405230,0,1470.0,1470.0,,,0.0,1399-07-08
85,2020-09-30,3,0,8,0,620692,0,620692,0,912417240,0,912417240,0,1470.0,1470.0,,,0.0,1399-07-09
84,2020-10-03,3,0,7,0,583169,0,583169,0,857258430,0,857258430,0,1470.0,1470.0,,,0.0,1399-07-12
83,2020-10-05,2,0,3,0,170895,0,170895,0,251215650,0,251215650,0,1470.0,1470.0,,,0.0,1399-07-14
82,2020-10-06,1,0,5,0,295431,0,295431,0,434283570,0,434283570,0,1470.0,1470.0,,,0.0,1399-07-15
81,2020-10-07,10,0,7,0,1242844,0,1242844,0,1826980680,0,1826980680,0,1470.0,1470.0,,,0.0,1399-07-16
80,2020-10-10,17,0,11,0,780145,0,780145,0,1146813150,0,1146813150,0,1470.0,1470.0,,,0.0,1399-07-19
79,2020-10-11,47,0,10,0,709896,0,709896,0,1043547120,0,1043547120,0,1470.0,1470.0,,,0.0,1399-07-20
78,2020-10-12,50,0,15,0,828418,0,828418,0,1217774460,0,1217774460,0,1470.0,1470.0,,,0.0,1399-07-21
77,2020-10-13,81,0,27,0,1285375,0,1285375,0,1889501250,0,1889501250,0,1470.0,1470.0,,,0.0,1399-07-22
76,2020-10-14,150,0,43,0,1813889,0,1813889,0,2637259870,0,2637259870,0,1453.925719820783,1453.925719820783,,,0.0,1399-07-23
75,2020-10-18,110,0,65,0,1349496,0,1349496,0,1875149980,0,1875149980,0,1389.5187388476884,1389.5187388476884,,,0.0,1399-07-27
74,2020-10-19,60,0,42,0,980933,0,980933,0,1323672250,0,1323672250,0,1349.40128428751,1349.40128428751,,,0.0,1399-07-28
73,2020-10-20,13,0,5,0,119836,0,119836,0,159381880,0,159381880,0,1330.0,1330.0,,,0.0,1399-07-29
72,2020-10-21,24,0,4,0,196019,0,196019,0,260705270,0,260705270,0,1330.0,1330.0,,,0.0,1399-07-30
71,2020-10-24,13,0,3,0,79522,0,79522,0,105764260,0,105764260,0,1330.0,1330.0,,,0.0,1399-08-03
70,2020-10-26,5,0,2,0,28036,0,28036,0,37287880,0,37287880,0,1330.0,1330.0,,,0.0,1399-08-05
69,2020-10-27,5,0,1,0,51849,0,51849,0,68959170,0,68959170,0,1330.0,1330.0,,,0.0,1399-08-06
