,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change,jdate
20,2019-09-30,0,1,0,1,0,50000,0,50000,0,7500000000,0,7500000000,,,150000.0,150000.0,0.0,1398-07-08
19,2019-10-01,0,1,0,1,0,59000,0,59000,0,8850000000,0,8850000000,,,150000.0,150000.0,0.0,1398-07-09
18,2019-10-02,0,1,0,1,0,23000,0,23000,0,3450000000,0,3450000000,,,150000.0,150000.0,0.0,1398-07-10
17,2019-12-31,1,0,0,1,1000,0,0,1000,150000000,0,0,150000000,150000.0,,,150000.0,1000.0,1398-10-10
16,2020-01-01,0,1,0,1,0,1000,0,1000,0,150000000,0,150000000,,,150000.0,150000.0,0.0,1398-10-11
15,2020-01-07,8,0,0,1,28600,0,0,28600,4290000000,0,0,4290000000,150000.0,,,150000.0,28600.0,1398-10-17
14,2020-01-13,2,0,0,1,3400,0,0,3400,510000000,0,0,510000000,150000.0,,,150000.0,3400.0,1398-10-23
13,2020-01-14,2,1,0,1,21000,1000,0,22000,3150000000,150000000,0,3300000000,150000.0,,150000.0,150000.0,21000.0,1398-10-24
12,2020-01-15,0,1,0,1,0,6000,0,6000,0,900000000,0,900000000,,,150000.0,150000.0,0.0,1398-10-25
11,2020-01-18,1,0,0,1,1000,0,0,1000,150000000,0,0,150000000,150000.0,,,150000.0,1000.0,1398-10-28
10,2020-01-20,1,1,0,1,1000,47000,0,48000,150000000,7050000000,0,7200000000,150000.0,,150000.0,150000.0,1000.0,1398-10-30
9,2020-09-30,1,1,1,0,280,2500,2780,0,47600000,425000000,472600000,0,170000.0,170000.0,170000.0,,-2500.0,1399-07-09
8,2020-10-19,0,1,1,0,0,5890,5890,0,0,1001300000,1001300000,0,,170000.0,170000.0,,-5890.0,1399-07-28
7,2020-10-20,0,1,1,0,0,11330,11330,0,0,1926100000,1926100000,0,,170000.0,170000.0,,-11330.0,1399-07-29
6,2020-10-27,0,1,1,0,0,2000,2000,0,0,340000000,340000000,0,,170000.0,170000.0,,-2000.0,1399-08-06
5,2020-11-17,0,1,3,0,0,13000,13000,0,0,2210000000,2210000000,0,,170000.0,170000.0,,-13000.0,1399-08-27
4,2020-11-23,0,2,2,1,0,8000,5000,3000,0,1360000000,850000000,510000000,,170000.0,170000.0,170000.0,-5000.0,1399-09-03
3,2020-11-25,0,1,2,0,0,6000,6000,0,0,1020000000,1020000000,0,,170000.0,170000.0,,-6000.0,1399-09-05
2,2020-11-28,0,1,1,0,0,5000,5000,0,0,850000000,850000000,0,,170000.0,170000.0,,-5000.0,1399-09-08
1,2020-12-06,0,1,1,0,0,3000,3000,0,0,510000000,510000000,0,,170000.0,170000.0,,-3000.0,1399-09-16
0,2021-03-09,1,0,1,0,0,0,0,0,0,0,0,0,,,,,0.0,1399-12-19
