,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change,jdate
2211,2008-12-07,0,1,1,1,0,1000,173,827,0,2278000,394094,1883906,,2278.0,2278.0,2278.0,-173.0,1387-09-17
2210,2009-02-22,0,1,1,0,0,1500,1500,0,0,3315000,3315000,0,,2210.0,2210.0,,-1500.0,1387-12-04
2209,2009-02-23,0,1,1,1,0,4428,3992,436,0,9777024,8814336,962688,,2208.0,2208.0,2208.0,-3992.0,1387-12-05
2208,2009-04-11,1,0,5,0,10000,0,10000,0,22027714,0,22027714,0,2202.7714,2202.7714,,,0.0,1388-01-22
2207,2009-05-03,2,0,1,1,13000,0,10000,3000,24800000,0,19100000,5700000,1907.692307692308,1910.0,,1900.0,3000.0,1388-02-13
2206,2009-06-07,0,1,4,1,0,20000,9957,10043,0,37582408,18430407,19152001,,1851.0,1879.1204,1907.0,-9957.0,1388-03-17
2205,2009-06-16,0,1,0,1,0,9625,0,9625,0,18354875,0,18354875,,,1907.0,1907.0,0.0,1388-03-26
2204,2009-06-23,0,1,1,1,0,345,13,332,0,657915,24791,633124,,1907.0,1907.0,1907.0,-13.0,1388-04-02
2203,2009-07-12,1,0,1,0,4772,0,4772,0,9066800,0,9066800,0,1900.0,1900.0,,,0.0,1388-04-21
2202,2009-07-15,0,1,2,0,0,1263,1263,0,0,2399700,2399700,0,,1900.0,1900.0,,-1263.0,1388-04-24
2201,2009-08-02,0,3,2,1,0,36533,16532,20001,0,72417700,32415800,40001900,,1960.791192838132,1982.254400131388,1999.9950002499877,-16532.0,1388-05-11
2200,2009-08-05,0,1,1,0,0,585,585,0,0,1159470,1159470,0,,1982.0,1982.0,,-585.0,1388-05-14
2199,2009-08-10,1,1,2,0,3300,330,3630,0,6603300,654060,7257360,0,2001.0,1999.2727272727277,1982.0,,-330.0,1388-05-19
2198,2009-08-19,0,1,3,0,0,18807,18807,0,0,38660806,38660806,0,,2055.6604455787738,2055.6604455787738,,-18807.0,1388-05-28
2197,2009-08-22,0,1,1,0,0,10000,10000,0,0,19580000,19580000,0,,1958.0,1958.0,,-10000.0,1388-05-31
2196,2009-08-23,0,1,1,0,0,20000,20000,0,0,38940000,38940000,0,,1947.0,1947.0,,-20000.0,1388-06-01
2195,2009-09-09,1,0,1,0,1000,0,1000,0,1926000,0,1926000,0,1926.0,1926.0,,,0.0,1388-06-18
2194,2009-09-13,3,0,8,0,46198,0,46198,0,88974546,0,88974546,0,1925.939348023724,1925.939348023724,,,0.0,1388-06-22
2193,2009-09-15,2,0,6,0,57437,0,57437,0,110623662,0,110623662,0,1926.0,1926.0,,,0.0,1388-06-24
2192,2009-09-16,1,0,1,0,1000,0,1000,0,1983000,0,1983000,0,1983.0,1983.0,,,0.0,1388-06-25
2191,2009-09-21,1,0,1,0,567,0,567,0,1124928,0,1124928,0,1984.0,1984.0,,,0.0,1388-06-30
2190,2009-09-23,1,0,2,0,880,0,880,0,1746800,0,1746800,0,1985.0,1985.0,,,0.0,1388-07-01
2189,2009-09-26,1,0,1,0,50,0,50,0,99300,0,99300,0,1986.0,1986.0,,,0.0,1388-07-04
2188,2010-03-27,1,0,1,0,769,0,769,0,2141665,0,2141665,0,2785.0,2785.0,,,0.0,1389-01-07
2187,2010-03-28,0,1,1,0,0,500,500,0,0,1393000,1393000,0,,2786.0,2786.0,,-500.0,1389-01-08
2186,2010-03-29,1,0,1,0,24455,0,24455,0,68156085,0,68156085,0,2787.0,2787.0,,,0.0,1389-01-09
2185,2010-03-30,1,0,2,0,21532,0,21532,0,60935560,0,60935560,0,2830.0,2830.0,,,0.0,1389-01-10
2184,2010-03-31,2,0,2,0,10000,0,10000,0,28690000,0,28690000,0,2869.0,2869.0,,,0.0,1389-01-11
2183,2010-04-03,1,0,1,0,5,0,5,0,14435,0,14435,0,2887.0,2887.0,,,0.0,1389-01-14
2182,2010-04-04,1,0,2,0,1062,0,1062,0,3065994,0,3065994,0,2887.0,2887.0,,,0.0,1389-01-15
2181,2010-04-05,1,0,1,0,5000,0,5000,0,14445000,0,14445000,0,2889.0,2889.0,,,0.0,1389-01-16
2180,2010-04-07,1,0,1,0,18654,0,18654,0,54077946,0,54077946,0,2899.0,2899.0,,,0.0,1389-01-18
2179,2010-04-10,0,1,1,0,0,11012,11012,0,0,32298196,32298196,0,,2933.0,2933.0,,-11012.0,1389-01-21
2178,2010-04-12,1,0,1,0,500,0,500,0,1476500,0,1476500,0,2953.0,2953.0,,,0.0,1389-01-23
2177,2010-04-14,1,0,1,0,500,0,500,0,1477000,0,1477000,0,2954.0,2954.0,,,0.0,1389-01-25
2176,2010-04-17,1,0,1,0,9000,0,9000,0,26595000,0,26595000,0,2955.0,2955.0,,,0.0,1389-01-28
2175,2010-04-18,0,1,2,0,0,20005,20005,0,0,59454860,59454860,0,,2972.0,2972.0,,-20005.0,1389-01-29
2174,2010-04-19,0,1,1,0,0,15000,15000,0,0,45135000,45135000,0,,3009.0,3009.0,,-15000.0,1389-01-30
2173,2010-04-20,1,1,2,0,3280,16720,20000,0,9961360,50778640,60740000,0,3037.0,3037.0,3037.0,,-16720.0,1389-01-31
2172,2010-04-21,1,1,3,0,10000,20950,30950,0,30760000,64442200,95202200,0,3076.0,3076.0,3076.0,,-20950.0,1389-02-01
2171,2010-04-24,1,2,2,0,5000,53355,58355,0,15680000,167321280,183001280,0,3136.0,3136.0,3136.0,,-53355.0,1389-02-04
2170,2010-04-27,0,1,1,0,0,500,500,0,0,1622500,1622500,0,,3245.0,3245.0,,-500.0,1389-02-07
2169,2010-05-15,0,1,1,0,0,5000,5000,0,0,16230000,16230000,0,,3246.0,3246.0,,-5000.0,1389-02-25
2168,2010-05-16,1,0,1,0,2507,0,2507,0,8165299,0,8165299,0,3257.0,3257.0,,,0.0,1389-02-26
2167,2010-05-22,0,1,1,0,0,90,90,0,0,293580,293580,0,,3262.0,3262.0,,-90.0,1389-03-01
2166,2010-05-23,0,1,1,0,0,8326,8326,0,0,27159412,27159412,0,,3262.0,3262.0,,-8326.0,1389-03-02
2165,2010-06-07,0,1,1,0,0,644,644,0,0,2111676,2111676,0,,3279.0,3279.0,,-644.0,1389-03-17
2164,2010-06-08,1,0,1,0,1527,0,1527,0,5008560,0,5008560,0,3280.0,3280.0,,,0.0,1389-03-18
2163,2010-06-16,1,1,4,0,5000,24789,29789,0,16420000,81407076,97827076,0,3284.0,3284.0,3284.0,,-24789.0,1389-03-26
2162,2010-06-19,1,0,1,0,715,0,715,0,2392390,0,2392390,0,3346.0,3346.0,,,0.0,1389-03-29
2161,2010-06-20,1,0,1,0,2000,0,2000,0,6694000,0,6694000,0,3347.0,3347.0,,,0.0,1389-03-30
2160,2010-06-21,1,0,1,0,5667,0,5667,0,18990117,0,18990117,0,3351.0,3351.0,,,0.0,1389-03-31
2159,2010-06-27,0,2,1,0,0,22664,22664,0,0,76219032,76219032,0,,3363.0,3363.0,,-22664.0,1389-04-06
2158,2010-07-04,0,1,2,0,0,1627,1627,0,0,5575729,5575729,0,,3427.0,3427.0,,-1627.0,1389-04-13
2157,2010-07-05,1,0,1,0,5071,0,5071,0,17403672,0,17403672,0,3432.0,3432.0,,,0.0,1389-04-14
2156,2010-07-13,1,0,1,0,8339,0,8339,0,28719516,0,28719516,0,3444.0,3444.0,,,0.0,1389-04-22
2155,2010-07-18,1,0,1,0,339,0,339,0,1174635,0,1174635,0,3465.0,3465.0,,,0.0,1389-04-27
2154,2010-07-26,1,0,1,0,3280,0,3280,0,11368480,0,11368480,0,3466.0,3466.0,,,0.0,1389-05-04
2153,2010-08-02,0,1,2,0,0,5000,5000,0,0,17370000,17370000,0,,3474.0,3474.0,,-5000.0,1389-05-11
2152,2010-08-04,1,0,0,1,20000,0,0,20000,69740000,0,0,69740000,3487.0,,,3487.0,20000.0,1389-05-13
2151,2010-08-09,0,1,1,0,0,11897,11897,0,0,43138522,43138522,0,,3626.0,3626.0,,-11897.0,1389-05-18
2150,2010-08-14,1,0,1,0,1500,0,1500,0,5485500,0,5485500,0,3657.0,3657.0,,,0.0,1389-05-23
2149,2010-08-15,1,0,1,0,1500,0,1500,0,5491500,0,5491500,0,3661.0,3661.0,,,0.0,1389-05-24
2148,2010-08-16,1,0,1,0,13120,0,13120,0,48097920,0,48097920,0,3666.0,3666.0,,,0.0,1389-05-25
2147,2010-08-17,1,0,1,0,8000,0,8000,0,29608000,0,29608000,0,3701.0,3701.0,,,0.0,1389-05-26
2146,2010-08-18,1,0,1,0,1000,0,1000,0,3723000,0,3723000,0,3723.0,3723.0,,,0.0,1389-05-27
2145,2010-08-25,1,0,1,0,8339,0,8339,0,31071114,0,31071114,0,3726.0,3726.0,,,0.0,1389-06-03
2144,2010-08-28,4,0,0,1,20000,0,0,20000,74980000,0,0,74980000,3749.0,,,3749.0,20000.0,1389-06-06
2143,2010-08-29,1,0,0,1,20000,0,0,20000,76060000,0,0,76060000,3803.0,,,3803.0,20000.0,1389-06-07
2142,2010-08-30,1,0,1,0,1000,0,1000,0,3858000,0,3858000,0,3858.0,3858.0,,,0.0,1389-06-08
2141,2010-09-04,1,0,0,1,20000,0,0,20000,77220000,0,0,77220000,3861.0,,,3861.0,20000.0,1389-06-13
2140,2010-09-05,2,0,1,0,10000,0,10000,0,39170000,0,39170000,0,3917.0,3917.0,,,0.0,1389-06-14
2139,2010-09-06,9,3,11,0,32282,74400,106682,0,127352490,293508000,420860490,0,3945.0,3945.0,3945.0,,-74400.0,1389-06-15
2138,2010-09-07,1,1,2,0,7500,2000,9500,0,30765000,8204000,38969000,0,4102.0,4102.0,4102.0,,-2000.0,1389-06-16
2137,2010-09-08,1,0,1,0,100,0,100,0,413000,0,413000,0,4130.0,4130.0,,,0.0,1389-06-17
2136,2010-09-12,1,0,2,0,1370,0,1370,0,5658100,0,5658100,0,4130.0,4130.0,,,0.0,1389-06-21
2135,2010-09-14,1,0,1,0,2500,0,2500,0,10337500,0,10337500,0,4135.0,4135.0,,,0.0,1389-06-23
2134,2010-09-15,0,1,2,0,0,4097,4097,0,0,16969774,16969774,0,,4142.0,4142.0,,-4097.0,1389-06-24
2133,2010-09-18,2,0,1,0,7000,0,7000,0,29078000,0,29078000,0,4154.0,4154.0,,,0.0,1389-06-27
2132,2010-09-19,3,0,4,0,33000,0,33000,0,137775000,0,137775000,0,4175.0,4175.0,,,0.0,1389-06-28
2131,2010-09-20,1,0,1,0,3450,0,3450,0,14748750,0,14748750,0,4275.0,4275.0,,,0.0,1389-06-29
2130,2010-09-26,2,0,1,0,1370,0,1370,0,5870450,0,5870450,0,4285.0,4285.0,,,0.0,1389-07-04
2129,2010-10-11,4,0,3,0,8750,0,8750,0,39441550,0,39441550,0,4507.605714285714,4507.605714285714,,,0.0,1389-07-19
2128,2010-10-12,1,0,1,0,1256,0,1256,0,5888128,0,5888128,0,4688.0,4688.0,,,0.0,1389-07-20
2127,2010-10-13,4,0,4,0,14839,0,14839,0,70793649,0,70793649,0,4770.783004245569,4770.783004245569,,,0.0,1389-07-21
2126,2010-10-16,4,1,3,0,7064,610,7674,0,32367334,2795630,35162964,0,4582.012174405436,4582.090695856137,4583.0,,-610.0,1389-07-24
2125,2010-10-17,8,0,4,0,15766,0,15766,0,77684204,0,77684204,0,4927.324876316124,4927.324876316124,,,0.0,1389-07-25
2124,2010-10-18,1,0,2,0,3768,0,3768,0,18794784,0,18794784,0,4988.0,4988.0,,,0.0,1389-07-26
2123,2010-10-19,0,1,1,0,0,766,766,0,0,3831532,3831532,0,,5002.0,5002.0,,-766.0,1389-07-27
2122,2010-10-23,4,1,1,1,8339,1234,8339,1234,41736695,6176170,41736695,6176170,5005.0,5005.0,5005.0,5005.0,0.0,1389-08-01
2121,2010-10-27,1,0,1,0,4700,0,4700,0,23683300,0,23683300,0,5039.0,5039.0,,,0.0,1389-08-05
2120,2010-11-14,2,0,1,0,4700,0,4700,0,23274400,0,23274400,0,4952.0,4952.0,,,0.0,1389-08-23
2119,2010-11-15,1,0,1,0,4500,0,4500,0,22360500,0,22360500,0,4969.0,4969.0,,,0.0,1389-08-24
2118,2010-11-16,1,0,1,0,1500,0,1500,0,7453500,0,7453500,0,4969.0,4969.0,,,0.0,1389-08-25
2117,2010-11-24,2,0,2,0,1187,0,1187,0,5882900,0,5882900,0,4956.107834877844,4956.107834877844,,,0.0,1389-09-03
2116,2010-11-27,1,0,1,0,1000,0,1000,0,4610000,0,4610000,0,4610.0,4610.0,,,0.0,1389-09-06
2115,2010-11-29,2,0,6,0,52000,0,52000,0,239616000,0,239616000,0,4608.0,4608.0,,,0.0,1389-09-08
2114,2010-12-01,1,0,2,0,1000,0,1000,0,4800000,0,4800000,0,4800.0,4800.0,,,0.0,1389-09-10
2113,2010-12-06,1,0,1,0,1000,0,1000,0,4622000,0,4622000,0,4622.0,4622.0,,,0.0,1389-09-15
2112,2010-12-11,3,0,1,0,3500,0,3500,0,16275000,0,16275000,0,4650.0,4650.0,,,0.0,1389-09-20
2111,2010-12-14,1,0,1,0,5000,0,5000,0,23180000,0,23180000,0,4636.0,4636.0,,,0.0,1389-09-23
2110,2010-12-21,1,0,1,0,5000,0,5000,0,22200000,0,22200000,0,4440.0,4440.0,,,0.0,1389-09-30
2109,2010-12-25,1,1,2,0,5685,5000,10685,0,25150440,22120000,47270440,0,4424.0,4424.0,4424.0,,-5000.0,1389-10-04
2108,2011-01-01,1,0,1,0,10000,0,10000,0,44823000,0,44823000,0,4482.3,4482.3,,,0.0,1389-10-11
2107,2011-01-03,2,0,2,0,9225,0,9225,0,41852075,0,41852075,0,4536.810298102981,4536.810298102981,,,0.0,1389-10-13
2106,2011-01-04,2,0,2,0,633,0,633,0,2834058,0,2834058,0,4477.184834123223,4477.184834123223,,,0.0,1389-10-14
2105,2011-01-09,1,0,1,0,15000,0,15000,0,67200000,0,67200000,0,4480.0,4480.0,,,0.0,1389-10-19
2104,2011-01-10,3,0,3,0,12220,0,12220,0,54478913,0,54478913,0,4458.176186579378,4458.176186579378,,,0.0,1389-10-20
2103,2011-01-15,3,0,1,0,16250,0,16250,0,72811000,0,72811000,0,4480.676923076923,4480.676923076923,,,0.0,1389-10-25
2102,2011-01-16,1,0,2,0,3000,0,3000,0,13008000,0,13008000,0,4336.0,4336.0,,,0.0,1389-10-26
2101,2011-01-18,1,0,3,0,4070,0,4070,0,18315000,0,18315000,0,4500.0,4500.0,,,0.0,1389-10-28
2100,2011-01-19,1,0,1,0,1330,0,1330,0,6171200,0,6171200,0,4640.0,4640.0,,,0.0,1389-10-29
2099,2011-01-22,1,0,1,0,1011,0,1011,0,4549500,0,4549500,0,4500.0,4500.0,,,0.0,1389-11-02
2098,2011-01-23,1,0,1,0,8339,0,8339,0,37525500,0,37525500,0,4500.0,4500.0,,,0.0,1389-11-03
2097,2011-01-26,3,0,2,0,12839,0,12839,0,58342009,0,58342009,0,4544.12407508373,4544.12407508373,,,0.0,1389-11-06
2096,2011-01-29,2,1,1,0,11200,5000,16200,0,50832200,22700000,73532200,0,4538.589285714285,4539.024691358025,4540.0,,-5000.0,1389-11-09
