,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change,jdate
1183,2016-03-08,21345,149,0,1,9645938,339412,0,9985350,19109591240,672035760,0,19781627000,1981.102432961937,,1980.0,1981.064960166644,9645938.0,1394-12-18
1182,2016-03-09,4,0,41,1,29649,0,14999,14650,61669920,0,31197920,30472000,2080.0,2080.0,,2080.0,14650.0,1394-12-19
1181,2016-03-12,8,0,177,0,65155,0,65155,0,142298520,0,142298520,0,2184.0,2184.0,,,0.0,1394-12-22
1180,2016-03-14,45,0,834,10,358979,0,353359,5620,823138847,0,810252187,12886660,2293.0,2293.0,,2293.0,5620.0,1394-12-24
1179,2016-03-15,19,0,335,2,136841,0,132041,4800,329376287,0,317822687,11553600,2407.0,2407.0,,2407.0,4800.0,1394-12-25
1178,2016-03-16,31,0,523,0,231692,0,231692,0,585485684,0,585485684,0,2527.0,2527.0,,,0.0,1394-12-26
1177,2016-03-26,7,0,178,0,73951,0,73951,0,196192003,0,196192003,0,2653.0,2653.0,,,0.0,1395-01-07
1176,2016-03-27,114,2,3285,18,1992032,30000,1882732,139300,5547809120,83550000,5243408620,387950500,2785.0,2785.0,2785.0,2785.0,109300.0,1395-01-08
1175,2016-03-28,31,3,1306,4,664159,80000,725834,18325,1942000916,233920000,2122338616,53582300,2924.0,2924.0,2924.0,2924.0,-61675.0,1395-01-09
1174,2016-03-29,58,5,2615,36,1874515,370000,2213095,31420,5754761050,1135900000,6794201650,96459400,3070.0,3070.0,3070.0,3070.0,-338580.0,1395-01-10
1173,2016-03-30,102,3,2356,5,1968249,253000,2167149,54100,6227529485,796588414,6854603499,169514400,3163.994741010919,3162.95903004362,3148.570806324111,3133.3530499075787,-198900.0,1395-01-11
1172,2016-04-02,8,1,228,0,75077,10000,85077,0,249255640,33200000,282455640,0,3320.0,3320.0,3320.0,,-10000.0,1395-01-14
1171,2016-04-03,2,2,103,1,20000,18087,37087,1000,69720000,63051282,129285282,3486000,3486.0,3486.0,3486.0,3486.0,-17087.0,1395-01-15
1170,2016-04-04,80,3,209,5,1735670,50000,554770,1230900,6352552200,183000000,2030458200,4505094000,3660.0,3660.0,3660.0,3660.0,1180900.0,1395-01-16
1169,2016-04-05,329,4,2909,13,4264165,1820492,3866957,2217700,16184209698,6964456500,14632501705,8516164493,3795.3994974397096,3783.9835573553055,3825.590279990244,3840.088602155386,397208.0,1395-01-17
1168,2016-04-06,248,1,720,7,3830039,100000,2260060,1669979,15276339966,399400000,9005844520,6669895446,3988.559898737324,3984.781165101811,3994.0,3993.9995928092503,1569979.0,1395-01-18
1167,2016-04-09,392,1,818,4,3722463,390000,3977508,134955,15288013614,1553634812,16276552886,565095540,4106.961872824525,4092.148371794601,3983.679005128205,4187.288651772813,-255045.0,1395-01-21
1166,2016-04-10,206,0,544,5,2932141,0,2261271,670870,11435697853,0,8825205553,2610492300,3900.118668576989,3902.7633366367854,,3891.204406218791,670870.0,1395-01-22
1165,2016-04-11,117,0,470,2,910900,0,908900,2000,3469853204,0,3462348704,7504500,3809.258100779449,3809.383544944438,,3752.25,2000.0,1395-01-23
1164,2016-04-12,111,0,277,2,895784,0,593784,302000,3342033962,0,2235446333,1106587629,3730.8480191653343,3764.7466637699904,,3664.197447019868,302000.0,1395-01-24
1163,2016-04-13,73,1,214,2,846848,100000,946248,600,3016035098,354500000,3368407498,2127600,3561.4834043417472,3559.751247030377,3545.0,3546.0,-99400.0,1395-01-25
1162,2016-04-16,35,2,84,2,310375,100000,409895,480,1054877155,338200000,1391430275,1646880,3398.718179621426,3394.6017272716185,3382.0,3431.0,-99520.0,1395-01-28
1161,2016-04-17,74,2,142,1,828750,100000,928700,50,2716226809,326100000,3042164159,162650,3277.498412066365,3275.7232249380854,3261.0,3253.0,-99950.0,1395-01-29
1160,2016-04-18,75,1,115,1,525621,20000,520889,24732,1769495058,67999770,1754268808,83226020,3366.4847066612638,3367.8361570315365,3399.9885,3365.1148309881933,4732.0,1395-01-30
1159,2016-04-19,55,2,97,1,367220,30010,396830,400,1192214286,97149831,1288076117,1288000,3246.5941016284514,3245.914162235718,3237.248617127624,3220.0,-29610.0,1395-01-31
1158,2016-04-20,29,0,44,0,74569,0,74569,0,246751833,0,246751833,0,3309.04039212005,3309.04039212005,,,0.0,1395-02-01
1157,2016-04-23,42,3,163,1,604944,177524,691137,91331,2066116417,606067543,2354900066,317283894,3415.3845926234494,3407.2840348585014,3414.003419255988,3474.0,-86193.0,1395-02-04
