,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change,jdate
2618,2008-11-26,1,1,2,1,337,10,337,10,210962,6080,210962,6080,626.0,626.0,608.0,608.0,0.0,1387-09-06
2617,2008-11-29,2,1,3,1,12369,10,12369,10,7742994,6090,7742994,6090,626.0,626.0,609.0,609.0,0.0,1387-09-09
2616,2008-11-30,2,1,3,1,29987,10,29987,10,18801849,6120,18801849,6120,627.0,627.0,612.0,612.0,0.0,1387-09-10
2615,2008-12-01,22,0,20,0,333461,0,333461,0,210080430,0,210080430,0,630.0,630.0,,,0.0,1387-09-11
2614,2008-12-02,1,1,4,1,52721,10,52721,10,34163208,6350,34163208,6350,648.0,648.0,635.0,635.0,0.0,1387-09-12
2613,2008-12-03,72,3,45,2,788666,6144,774800,20010,500690605,4016086,492378089,12328602,634.8576013166537,635.4905640165204,653.6598307291666,616.1220389805097,13866.0,1387-09-13
2612,2008-12-06,2,0,4,0,22015,0,22015,0,13567240,0,13567240,0,616.272541449012,616.272541449012,,,0.0,1387-09-16
2611,2008-12-07,5,0,18,0,347153,0,347153,0,213499095,0,213499095,0,615.0,615.0,,,0.0,1387-09-17
2610,2008-12-08,3,0,6,0,29433,0,29433,0,17707300,0,17707300,0,601.6138348112663,601.6138348112663,,,0.0,1387-09-18
2609,2008-12-10,3,0,3,0,17610,0,17610,0,10667280,0,10667280,0,605.7512776831346,605.7512776831346,,,0.0,1387-09-20
2608,2008-12-13,2,1,2,0,9384,1000,10384,0,5574096,594000,6168096,0,594.0,594.0,594.0,,-1000.0,1387-09-23
2607,2008-12-14,2,0,8,0,101677,0,101677,0,60294461,0,60294461,0,593.0,593.0,,,0.0,1387-09-24
2606,2008-12-15,8,0,7,0,78114,0,78114,0,45631576,0,45631576,0,584.1664234324193,584.1664234324193,,,0.0,1387-09-25
2605,2008-12-16,1,0,5,0,17000,0,17000,0,9919000,0,9919000,0,583.4705882352941,583.4705882352941,,,0.0,1387-09-26
2604,2008-12-20,3,0,2,0,11612,0,11612,0,6705120,0,6705120,0,577.4302445745781,577.4302445745781,,,0.0,1387-09-30
2603,2008-12-21,4,0,9,0,64587,0,64587,0,37560264,0,37560264,0,581.5452645269172,581.5452645269172,,,0.0,1387-10-01
2602,2008-12-28,2,0,2,0,15100,0,15100,0,9150600,0,9150600,0,606.0,606.0,,,0.0,1387-10-08
2601,2008-12-29,14,0,4,0,80495,0,80495,0,48850826,0,48850826,0,606.8802534318902,606.8802534318902,,,0.0,1387-10-09
2600,2008-12-30,5,0,2,0,56000,0,56000,0,33235816,0,33235816,0,593.4967142857142,593.4967142857142,,,0.0,1387-10-10
2599,2008-12-31,4,0,1,0,13495,0,13495,0,7864607,0,7864607,0,582.7793256761763,582.7793256761763,,,0.0,1387-10-11
2598,2009-01-03,7,0,2,0,129666,0,129666,0,75026948,0,75026948,0,578.6169697530579,578.6169697530579,,,0.0,1387-10-14
2597,2009-01-04,8,0,6,0,167054,0,167054,0,95589228,0,95589228,0,572.2055622732769,572.2055622732769,,,0.0,1387-10-15
