,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change,jdate
2548,2009-09-28,517,18,0,1,1610900,244100,0,1855000,7249050000,1098450000,0,8347500000,4500.0,,4500.0,4500.0,1610900.0,1388-07-06
2547,2009-09-28,517,18,0,1,1610900,244100,0,1855000,7249050000,1098450000,0,8347500000,4500.0,,4500.0,4500.0,1610900.0,1388-07-06
2545,2009-09-29,37,0,3,5,198000,0,3000,195000,935550000,0,14175000,921375000,4725.0,4725.0,,4725.0,195000.0,1388-07-07
2546,2009-09-29,37,0,3,5,198000,0,3000,195000,935550000,0,14175000,921375000,4725.0,4725.0,,4725.0,195000.0,1388-07-07
2543,2009-09-30,4,2,0,1,30000,10000,0,40000,148830000,49610000,0,198440000,4961.0,,4961.0,4961.0,30000.0,1388-07-08
2544,2009-09-30,4,2,0,1,30000,10000,0,40000,148830000,49610000,0,198440000,4961.0,,4961.0,4961.0,30000.0,1388-07-08
2541,2009-10-03,90,3,3,3,441500,58500,12000,488000,2299773500,304726500,62508000,2541992000,5209.0,5209.0,5209.0,5209.0,429500.0,1388-07-11
2542,2009-10-03,90,3,3,3,441500,58500,12000,488000,2299773500,304726500,62508000,2541992000,5209.0,5209.0,5209.0,5209.0,429500.0,1388-07-11
2539,2009-10-04,73,1,4,4,425590,16000,16590,425000,2327551710,87504000,90730710,2324325000,5469.0,5469.0,5469.0,5469.0,409000.0,1388-07-12
2540,2009-10-04,73,1,4,4,425590,16000,16590,425000,2327551710,87504000,90730710,2324325000,5469.0,5469.0,5469.0,5469.0,409000.0,1388-07-12
2537,2009-10-05,49,0,7,2,318947,0,29699,289248,1831393674,0,170531658,1660862016,5742.0,5742.0,,5742.0,289248.0,1388-07-13
2538,2009-10-05,49,0,7,2,318947,0,29699,289248,1831393674,0,170531658,1660862016,5742.0,5742.0,,5742.0,289248.0,1388-07-13
2535,2009-10-06,55,0,22,1,320748,0,51500,269248,1933789692,0,310493500,1623296192,6029.0,6029.0,,6029.0,269248.0,1388-07-14
2536,2009-10-06,55,0,22,1,320748,0,51500,269248,1933789692,0,310493500,1623296192,6029.0,6029.0,,6029.0,269248.0,1388-07-14
2534,2009-10-07,22,1,16,0,81900,20000,101900,0,518427000,126600000,645027000,0,6330.0,6330.0,6330.0,,-20000.0,1388-07-15
2533,2009-10-07,22,1,16,0,81900,20000,101900,0,518427000,126600000,645027000,0,6330.0,6330.0,6330.0,,-20000.0,1388-07-15
2532,2009-10-10,19,3,77,1,234160,120000,349160,5000,1444451357,731616500,2145142857,30925000,6168.651165869491,6143.724530301294,6096.804166666667,6185.0,-115000.0,1388-07-18
2531,2009-10-10,19,3,77,1,234160,120000,349160,5000,1444451357,731616500,2145142857,30925000,6168.651165869491,6143.724530301294,6096.804166666667,6185.0,-115000.0,1388-07-18
2530,2009-10-11,3,1,12,0,36000,97000,133000,0,210132000,566189000,776321000,0,5837.0,5837.0,5837.0,,-97000.0,1388-07-19
2529,2009-10-11,3,1,12,0,36000,97000,133000,0,210132000,566189000,776321000,0,5837.0,5837.0,5837.0,,-97000.0,1388-07-19
2528,2009-10-12,0,1,1,0,0,1000,1000,0,0,5546000,5546000,0,,5546.0,5546.0,,-1000.0,1388-07-20
2527,2009-10-12,0,1,1,0,0,1000,1000,0,0,5546000,5546000,0,,5546.0,5546.0,,-1000.0,1388-07-20
2526,2009-10-13,47,4,125,2,591796,160000,736796,15000,3131269452,844260000,3896264452,79265000,5291.129801485648,5288.118355691399,5276.625,5284.333333333333,-145000.0,1388-07-21
2525,2009-10-13,47,4,125,2,591796,160000,736796,15000,3131269452,844260000,3896264452,79265000,5291.129801485648,5288.118355691399,5276.625,5284.333333333333,-145000.0,1388-07-21
2524,2009-10-17,8,2,35,1,176500,26000,197500,5000,918783500,135348000,1028126500,26005000,5205.57223796034,5205.703797468354,5205.692307692308,5201.0,-21000.0,1388-07-25
2523,2009-10-17,8,2,35,1,176500,26000,197500,5000,918783500,135348000,1028126500,26005000,5205.57223796034,5205.703797468354,5205.692307692308,5201.0,-21000.0,1388-07-25
2522,2009-10-18,5,1,9,0,33000,10000,43000,0,163220000,49460000,212680000,0,4946.060606060606,4946.046511627907,4946.0,,-10000.0,1388-07-26
2521,2009-10-18,5,1,9,0,33000,10000,43000,0,163220000,49460000,212680000,0,4946.060606060606,4946.046511627907,4946.0,,-10000.0,1388-07-26
2519,2009-10-19,9,2,20,0,49990,60000,109990,0,248653224,300184036,548837260,0,4974.059291858372,4989.883262114738,5003.067266666667,,-60000.0,1388-07-27
2520,2009-10-19,9,2,20,0,49990,60000,109990,0,248653224,300184036,548837260,0,4974.059291858372,4989.883262114738,5003.067266666667,,-60000.0,1388-07-27
2518,2009-10-20,97,3,50,2,66400,220850,208050,79200,332443000,1125684100,1056019100,402108000,5006.671686746988,5075.79476087479,5097.052750735794,5077.121212121212,-141650.0,1388-07-28
2517,2009-10-20,97,3,50,2,66400,220850,208050,79200,332443000,1125684100,1056019100,402108000,5006.671686746988,5075.79476087479,5097.052750735794,5077.121212121212,-141650.0,1388-07-28
2516,2009-10-21,8,1,10,1,25300,43900,39200,30000,130724500,228788200,203846700,155666000,5166.97628458498,5200.1709183673465,5211.576309794988,5188.866666666667,-13900.0,1388-07-29
2515,2009-10-21,8,1,10,1,25300,43900,39200,30000,130724500,228788200,203846700,155666000,5166.97628458498,5200.1709183673465,5211.576309794988,5188.866666666667,-13900.0,1388-07-29
2514,2009-10-24,2,4,22,0,20000,179530,199530,0,101065000,912318480,1013383480,0,5053.25,5078.852703854057,5081.704896117641,,-179530.0,1388-08-02
2513,2009-10-24,2,4,22,0,20000,179530,199530,0,101065000,912318480,1013383480,0,5053.25,5078.852703854057,5081.704896117641,,-179530.0,1388-08-02
2512,2009-10-25,5,3,16,0,8362,64200,72562,0,42140340,324116000,366256340,0,5039.504903133222,5047.495107632094,5048.535825545171,,-64200.0,1388-08-03
2511,2009-10-25,5,3,16,0,8362,64200,72562,0,42140340,324116000,366256340,0,5039.504903133222,5047.495107632094,5048.535825545171,,-64200.0,1388-08-03
2509,2009-10-26,4,2,11,1,81000,59000,130000,10000,420670200,301768800,671089000,51350000,5193.459259259259,5162.223076923077,5114.725423728813,5135.0,-49000.0,1388-08-04
