,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change,jdate
408,2019-03-27,49,0,36,0,1077621,0,1077621,0,5388105000,0,5388105000,0,5000.0,5000.0,,,0.0,1398-01-07
407,2019-03-30,46,0,85,2,1206233,0,1106133,100100,6750249554,0,6194294154,555955400,5596.140674314166,5599.954213462576,,5554.0,100100.0,1398-01-10
406,2019-04-06,25,1,18,0,395830,5600,401430,0,2215062800,32704000,2247766800,0,5595.99525048632,5599.399148045736,5840.0,,-5600.0,1398-01-17
405,2019-04-08,18,0,28,1,632342,0,623269,9073,3081367954,0,3037717751,43650203,4872.945263797123,4873.847008274116,,4811.0,9073.0,1398-01-19
404,2019-04-10,69,0,66,1,1770394,0,1760394,10000,8869924604,0,8819804604,50120000,5010.141586562088,5010.131029758111,,5012.0,10000.0,1398-01-21
403,2019-04-13,50,1,23,0,1071753,200,1071953,0,5095855860,1000000,5096855860,0,4754.692415136697,4754.738183483791,5000.0,,-200.0,1398-01-24
402,2019-04-15,24,0,47,2,1056191,0,799202,256989,5271407176,0,3988004110,1283403066,4990.96013505133,4989.982645188576,,4994.0,256989.0,1398-01-26
401,2019-04-17,4,0,3,1,114942,0,84942,30000,568361856,0,419321856,149040000,4944.770893146108,4936.5667867486045,,4968.0,30000.0,1398-01-28
400,2019-04-20,81,0,60,2,3179581,0,1549381,1630200,15714406330,0,7677520330,8036886000,4942.288411586306,4955.217812791044,,4930.0,1630200.0,1398-01-31
399,2019-04-22,100,0,56,3,3127306,0,568649,2558657,16654414100,0,3093532000,13560882100,5325.482731782563,5440.143216641549,,5300.0,2558657.0,1398-02-02
398,2019-04-24,43,0,58,1,944449,0,784449,160000,5476911064,0,4541711064,935200000,5799.054331149697,5789.683031019225,,5845.0,160000.0,1398-02-04
397,2019-04-27,57,0,50,1,901563,0,613163,288400,5689596897,0,3852200497,1837396400,6310.814548733699,6282.506441191004,,6371.0,288400.0,1398-02-07
396,2019-04-29,118,0,83,3,1710249,0,1011869,698380,11920435530,0,7052726930,4867708600,6970.0,6970.0,,6970.0,698380.0,1398-02-09
395,2019-05-01,41,0,14,0,306923,0,306923,0,2113962220,0,2113962220,0,6887.597931728805,6887.597931728805,,,0.0,1398-02-11
394,2019-05-04,82,0,58,0,1651083,0,1651083,0,10565799270,0,10565799270,0,6399.314431800219,6399.314431800219,,,0.0,1398-02-14
393,2019-05-06,40,0,33,1,587310,0,557310,30000,3874727400,0,3673727400,201000000,6597.414312713899,6591.892124670291,,6700.0,30000.0,1398-02-16
392,2019-05-08,39,0,10,0,254369,0,254369,0,1615862364,0,1615862364,0,6352.434313929763,6352.434313929763,,,0.0,1398-02-18
391,2019-05-11,35,0,37,0,539718,0,539718,0,3401099300,0,3401099300,0,6301.62288454341,6301.62288454341,,,0.0,1398-02-21
390,2019-05-13,27,0,1,0,249434,0,249434,0,1496054600,0,1496054600,0,5997.79741334381,5997.79741334381,,,0.0,1398-02-23
389,2019-05-15,43,0,55,2,961394,0,821394,140000,5767842712,0,4928402712,839440000,5999.45777901672,6000.047129635717,,5996.0,140000.0,1398-02-25
388,2019-05-18,13,0,11,0,149402,0,149402,0,903640040,0,903640040,0,6048.37980749923,6048.37980749923,,,0.0,1398-02-28
387,2019-05-20,9,0,7,1,62127,0,56580,5547,378208810,0,343651000,34557810,6087.672187615691,6073.718628490633,,6230.0,5547.0,1398-02-30
386,2019-05-22,48,0,38,0,616509,0,616509,0,3631238010,0,3631238010,0,5890.0,5890.0,,,0.0,1398-03-01
385,2019-05-25,11,0,5,1,155765,0,128165,27600,938828350,0,767708350,171120000,6027.209899528135,5990.0,,6200.0,27600.0,1398-03-04
384,2019-05-29,32,0,35,0,502736,0,502736,0,3015968620,0,3015968620,0,5999.11010948092,5999.11010948092,,,0.0,1398-03-08
383,2019-06-01,12,0,7,0,157484,0,157484,0,941835426,0,941835426,0,5980.515011048741,5980.515011048741,,,0.0,1398-03-11
382,2019-06-03,66,1,47,2,1483547,25547,809166,699928,8144673030,140253030,4442321340,3842604720,5490.0,5490.0,5490.0,5490.0,674381.0,1398-03-13
381,2019-06-08,39,0,38,2,1266064,0,621063,645001,7208860823,0,3532355123,3676505700,5693.915017724223,5687.59549836329,,5700.0,645001.0,1398-03-18
380,2019-06-10,27,0,46,2,1308842,0,592127,716715,7853052000,0,3552762000,4300290000,6000.0,6000.0,,6000.0,716715.0,1398-03-20
379,2019-06-12,35,1,70,2,1223996,154,1048465,175685,7955974000,1001000,6815022500,1141952500,6500.0,6500.0,6500.0,6500.0,175531.0,1398-03-22
378,2019-06-15,20,0,30,0,325128,0,325128,0,2080142400,0,2080142400,0,6397.918358308112,6397.918358308112,,,0.0,1398-03-25
377,2019-06-17,10,0,13,0,96226,0,96226,0,639267360,0,639267360,0,6643.395340136762,6643.395340136762,,,0.0,1398-03-27
376,2019-06-19,7,0,17,0,131463,0,131463,0,875969250,0,875969250,0,6663.2379452773785,6663.2379452773785,,,0.0,1398-03-29
