date,open,high,low,adjClose,value,volume,count,close,jdate
2020-02-09,100000.0,100000.0,100000.0,100000.0,1400000000,14000,10,100000.0,1398-11-20
2020-02-10,100000.0,100000.0,100000.0,100000.0,8600000000,86000,15,100000.0,1398-11-21
2020-02-12,100000.0,100000.0,100000.0,100000.0,5000000000,50000,18,100000.0,1398-11-23
2020-08-16,100000.0,100000.0,100000.0,100000.0,4600000000,46000,14,100000.0,1399-05-26
2020-08-17,100010.0,110000.0,100010.0,109907.0,11979810000,109000,38,110000.0,1399-05-27
2020-08-18,120897.0,120897.0,120897.0,120897.0,3868704000,32000,19,120897.0,1399-05-28
2020-08-19,132986.0,132986.0,132986.0,132986.0,638332800,4800,3,132986.0,1399-05-29
2020-08-23,146284.0,146284.0,146284.0,146284.0,146284000,1000,1,146284.0,1399-06-02
2020-08-31,160912.0,160912.0,160912.0,160912.0,12058745280,74940,21,160912.0,1399-06-10
2020-09-06,177003.0,177003.0,177003.0,177003.0,1911632400,10800,8,177003.0,1399-06-16
2020-09-08,194703.0,194703.0,194000.0,194671.0,23681694050,121650,51,194703.0,1399-06-18
2020-09-15,214138.0,214138.0,214138.0,214138.0,4582553200,21400,11,214138.0,1399-06-25
2020-11-11,214137.0,214137.0,214137.0,214137.0,214137000,1000,1,214137.0,1399-08-21
2020-12-09,120000.0,160000.0,120000.0,140000.0,2247000000,16050,7,160000.0,1399-09-19
2020-12-16,145001.0,150000.0,145000.0,148711.0,1154001000,7760,4,150000.0,1399-09-26
2020-12-19,143000.0,143000.0,141000.0,141287.0,1055414200,7470,8,141000.0,1399-09-29
2020-12-20,130000.0,130000.0,125000.0,125464.0,3875589000,30890,8,125100.0,1399-09-30
2020-12-21,126020.0,126020.0,126000.0,126011.0,340230000,2700,3,126000.0,1399-10-01
2020-12-29,128720.0,128800.0,128720.0,128776.0,643881000,5000,3,128800.0,1399-10-09
2020-12-30,130001.0,130001.0,130001.0,130001.0,260002000,2000,1,130001.0,1399-10-10
2021-01-02,130101.0,130101.0,130101.0,130101.0,260202000,2000,1,130101.0,1399-10-13
2021-01-04,130101.0,130101.0,130000.0,130092.0,1431010000,11000,11,130000.0,1399-10-15
2021-01-09,135000.0,135000.0,130000.0,132381.0,556000000,4200,3,135000.0,1399-10-20
2021-01-11,130000.0,130000.0,130000.0,130000.0,390000000,3000,3,130000.0,1399-10-22
2021-01-13,131000.0,131000.0,131000.0,131000.0,131000000,1000,1,131000.0,1399-10-24
2021-01-16,130000.0,130000.0,130000.0,130000.0,780000000,6000,2,130000.0,1399-10-27
2021-01-19,132500.0,133050.0,132500.0,132721.0,796327000,6000,5,132500.0,1399-10-30
2021-01-23,130000.0,130000.0,130000.0,130000.0,130000000,1000,1,130000.0,1399-11-04
2021-01-24,130000.0,130000.0,125001.0,126668.0,380003000,3000,3,125001.0,1399-11-05
2021-01-31,126668.0,126668.0,125011.0,125909.0,302180500,2400,3,125011.0,1399-11-12
2021-02-01,125011.0,125011.0,125011.0,125011.0,237520900,1900,1,125011.0,1399-11-13
2021-03-10,120011.0,125011.0,120011.0,122511.0,245022000,2000,2,125011.0,1399-12-20
2021-04-12,124000.0,124000.0,124000.0,124000.0,124000000,1000,1,124000.0,1400-01-23
2021-04-14,136400.0,136400.0,124000.0,127784.0,557140000,4360,4,126000.0,1400-01-25
